date,city,no2_trop_mean,aai_mean,cloud_frac_mean,temperature_celsius,pressure_hpa,u_wind_10m,v_wind_10m
2020-02-01,Surgut,,0.0,,-16.906425256526234,1016.9343511377305,-3.644709942657271,2.2988143802925984
2020-02-02,Surgut,,0.0,,-12.050846929679722,1005.4038986573173,0.2556114379390139,2.8784729401681233
2020-02-03,Surgut,5.257886474321321e-05,-1.2607381852728434,0.43738012296894546,-13.85083838437879,1003.0244030927493,0.5860170599875895,2.1839323465207996
2020-02-04,Surgut,,-1.2102021310368525,0.6226229909495874,-10.267555423906686,996.9901180671224,-0.5950227250790397,5.631180466594344
2020-02-05,Surgut,,0.0,0.8799451984892953,-1.668360342175447,992.7071334639718,0.11415629674765333,6.450170659805936
2020-02-06,Surgut,3.088796499721122e-05,-1.1049955798108457,0.5375855769967895,-3.2274358356581274,988.0755583173252,3.4396035323152354,2.8952946647669187
2020-02-07,Surgut,2.8025970647673223e-05,-0.7182979047369197,0.4277351161471002,-11.053694549919385,1000.7100861660022,3.4261146393818622,1.3714397717653037
2020-02-08,Surgut,,0.0,0.913579190733241,-17.167387339860824,998.1604529698093,-0.5575832585773087,-2.3454501157348857
2020-02-09,Surgut,2.460293271099434e-05,-1.3376904175261017,0.4216627194754495,-23.199438745133136,999.2555040266233,3.1969947129809144,0.24366128642852353
2020-02-10,Surgut,,-0.8948318200327582,0.6531090952022569,-17.51891172811179,997.6123928899143,4.1271019894997565,3.452688901311612
2020-02-11,Surgut,,-1.1700405552463875,0.5277811004594576,-11.23248061661593,1002.4886605111111,3.044376780311252,4.354382444315316
2020-02-12,Surgut,4.449713963454056e-05,-1.3021129430153393,0.17607590581116184,-9.448694309246434,1011.6783439766245,1.6519347500572827,3.9964179968368785
2020-02-13,Surgut,2.0081680591471065e-05,-1.2756418085554966,0.2774385612639687,-9.77211436344362,1015.6434138822328,-1.101209359936324,3.614886600906372
2020-02-14,Surgut,3.531422503870027e-05,-1.1481784065043676,0.43455860573275124,-9.568524519361688,1012.9558221423563,0.7594917317840365,4.853739131677944
2020-02-15,Surgut,5.8892640975356266e-05,-1.2725996351275144,0.32759026703970184,-9.840748442109032,1018.7573549861607,1.4810256434333144,3.808437587167811
2020-02-16,Surgut,6.00987286917335e-05,-0.9085047911157634,0.5378821484901278,-8.8056849809563,1024.4585570057745,1.727785404387591,2.809437649422806
2020-02-17,Surgut,3.951860908306814e-05,-0.7732032916302486,0.5975192978787512,-8.653407186113895,1018.8531300629617,-0.1749855125484781,2.5793355937875697
2020-02-18,Surgut,,0.0,0.9963614994587991,-6.487929213605298,996.8580335007136,1.6290458346370207,6.394065275399705
2020-02-19,Surgut,,-1.5266418699100148,0.6835917176013724,-0.7146269798699905,996.5063333518763,4.1601044796543025,3.15604715835722
2020-02-20,Surgut,,-1.3313240496807053,0.6349694232867611,-0.4964752781473294,1002.524994452141,2.774668407894808,2.6203747860051956
2020-02-21,Surgut,,-1.1708034939926943,0.7384735172920049,-1.6068301564067724,1006.60504840406,2.2900067186410986,-1.045525896173398
2020-02-22,Surgut,3.180618817236105e-05,-1.5606010330432503,0.4124301168154585,-10.262057300416757,1018.4662953616664,1.7961897667519333,-0.3448597174426595
2020-02-23,Surgut,2.769835956233084e-05,-1.3537141589656327,0.3969013661408951,-8.624439423001093,1016.772206709876,2.65362210734668,4.604124745425612
2020-02-24,Surgut,3.178533871456508e-05,-1.5385590297761875,0.35041460122143475,-7.312063107335575,1014.3466875047334,0.7853326149171722,5.680324946115335
2020-02-25,Surgut,,-1.046948059702488,0.7930406846042122,-7.532917069970438,1012.1413792772677,0.4722729806252857,6.124198715274104
2020-02-26,Surgut,,-1.2242426573152265,0.5426096066766511,-7.0722548973462835,1007.8305066635339,-3.1482479133051244,5.206476734744973
2020-02-27,Surgut,2.4927157464656874e-05,-0.7783724119590867,0.6452212208256097,-6.082764617381429,994.7466809731922,-0.9417316588206307,2.6195618785430965
2020-02-28,Surgut,2.098602901175853e-05,-1.3286217287469324,0.5548933578537842,-7.581587675159085,1008.9926014824205,3.536090290384529,0.023545682294167314
2020-02-29,Surgut,3.5603486737509514e-05,-1.4167213880143272,0.3510142834130893,-6.829662520250338,1014.5117938106993,-2.2375299373278743,3.7308591668223676
2020-03-01,Surgut,,0.0,0.8801538763992512,-1.183991246910466,1005.3720096535841,1.7398470051991646,4.727549921237557
2020-03-02,Surgut,2.6192082551650726e-05,-1.4181552583916117,0.3743850192254175,-3.8510668788311477,1005.8405002493533,3.861478624380929,2.035693910050955
2020-03-03,Surgut,,-1.4047201722901295,0.6830284328365515,-3.870410411586988,1003.0072845895907,2.4162313934033994,2.8210513558433794
2020-03-04,Surgut,1.421636341825776e-05,-1.294345601970782,0.509702487225237,-4.572507108463697,997.8757149675271,6.356712737297565,-0.38892366051583155
2020-03-05,Surgut,8.535314067718754e-06,-0.7818910296177131,0.7162673636647763,-12.333967753613763,1009.3496417191584,4.862476657122006,-5.6110795309102075
2020-03-06,Surgut,2.1149510524081187e-05,-1.4187329691056034,0.37383997775330285,-18.66947863283525,1026.9285821844458,1.3288648315993263,-0.9262515975559565
2020-03-07,Surgut,,-0.919789612993042,0.47315335460597024,-6.319209586453155,1004.8053212125036,4.657358490694403,3.478926223506674
2020-03-08,Surgut,1.0859280791919446e-05,-1.1497572220455452,0.7503331740429432,-0.5318553669666812,1005.7854779180609,5.586125410477501,0.8964229904105352
2020-03-09,Surgut,1.1174353584598802e-05,-1.4612407778742704,0.4513320520123573,-6.615014866823969,1009.5586739593346,2.6035876222725154,-3.1523433013379334
2020-03-10,Surgut,,0.0,0.8224006289140474,-4.294085479480771,1011.3639207554522,4.7379842110323525,3.5999819126686163
2020-03-11,Surgut,,0.0,0.9868508801665761,-0.10909430706283274,1005.1641031586128,4.560950983441211,3.191413753246529
2020-03-12,Surgut,,-1.0569229939453917,0.8134000029277078,1.718207740730179,1002.07793211316,3.012237077702393,5.232916399239011
2020-03-13,Surgut,3.07573220299132e-05,-0.6517675229482706,0.4934799546188651,1.9419189738122782,994.4501469757273,3.169547453434934,6.165661205309627
2020-03-14,Surgut,,0.0,0.969614184820713,0.9493096479566816,983.5825922615472,2.956552005027133,4.574737732042626
2020-03-15,Surgut,2.392973437715601e-05,-0.9442904408955364,0.4758031535805996,0.268410056438654,992.595485926202,1.2268534536063325,-0.1856347509517944
2020-03-16,Surgut,1.5048477685947083e-05,-1.4892764342309666,0.7860507651319363,-9.426130515585555,1007.2533447938497,2.02620290635426,-2.156138842779107
2020-03-17,Surgut,,-1.3932019169895293,0.8636705786218698,-6.2535126189183075,999.5473596326862,0.4042166598460251,2.6523746447900702
2020-03-18,Surgut,1.6764824063857443e-05,-1.3105065551754844,0.40999599793362823,-4.076880173311963,1001.6806122246468,4.742209986831805,0.35220252239794403
2020-03-19,Surgut,2.379505349381361e-05,-1.2826243852618686,0.7529163463187416,-1.6764542914351637,993.6123792018828,3.2330244634174656,2.989660569009589
2020-03-20,Surgut,8.709530784620991e-05,-1.043390022314342,0.7892858809186469,-0.902883225761741,988.3531020185261,0.3598563630520827,-0.1359415541702617
2020-03-21,Surgut,3.4812604854184186e-05,-1.0964374356803641,0.45864737373657744,-6.138131677436206,997.721164995482,-0.7772111106853915,-4.761409325744461
2020-03-22,Surgut,1.540610412791889e-05,-1.260640831154106,0.35850459872902035,-11.955520896894882,1010.4868040786298,2.159133770123643,-3.771772756330317
2020-03-23,Surgut,3.5464986423567074e-05,-1.3949691859181972,0.35675508205888096,-11.401726958517031,1025.4846702031118,2.6345644410267877,0.7010474262656641
2020-03-24,Surgut,,-1.36051909710188,0.7308351249318948,-4.959390595912055,1023.6782419776192,5.131362499690462,1.5681872143604256
2020-03-25,Surgut,3.3834259878941346e-05,-1.1091237764852637,0.3824498696107798,-0.899646120927514,1018.035810762233,4.724843834166926,3.258910670210926
2020-03-26,Surgut,,0.0,0.8548947381234111,-0.45680203790237783,1000.4683385408447,5.380611457804842,3.5018090358582916
2020-03-27,Surgut,1.1546896717330978e-05,-1.5867319182855149,0.8453970852962163,-1.2014203836312731,1000.6242498689078,5.766422648033127,-1.5994250986699574
2020-03-28,Surgut,2.0457196769843062e-05,-1.402908287037545,0.4737353514077914,-1.2271123063739537,1005.3886101973887,4.5584000299141465,0.6817940832144249
2020-03-29,Surgut,2.886460344708066e-05,-1.2236122691846152,0.517455954532223,1.3013479640114838,1002.2932751028166,4.2070797213958695,3.124245713652315
2020-03-30,Surgut,3.299667952965426e-05,-0.5395336874810831,0.39496221866342884,2.1329812026217496,1002.1287348758588,3.661538682046792,2.5607405392179907
2020-03-31,Surgut,2.971204994417162e-05,-0.6278878894095375,0.5869936044067915,-0.1187830769079028,1005.9612331007705,-0.025226958166763565,-0.05145282623683135
2020-04-01,Surgut,,-0.7774223120975977,0.5446306697058858,1.7056775342662718,1000.237197927542,0.18847680050789128,3.442357729448128
2020-04-02,Surgut,3.6972508670159465e-05,-0.8157362084324519,0.46606406022787544,1.2591511577270467,989.256447111647,2.790308142455252,4.254792594443585
2020-04-03,Surgut,2.3980227635297518e-05,-1.5168687754611,0.20782836557451353,-0.6105044348998945,1009.9216206843548,4.474283336891088,3.313627472415889
